-0.035	0.458	0.023	-0.010	-0.016	0.071	0.003	0.106
-0.042	0.570	0.084	-0.006	0.000	-0.039	0.003	0.135
-0.032	0.635	0.000	-0.003	0.003	0.232	0.000	0.177
-0.032	0.522	0.000	-0.003	0.003	-0.106	0.003	0.126
-0.029	0.483	0.023	-0.003	0.006	-0.303	0.003	-0.055
-0.032	0.354	0.029	-0.006	0.003	-0.174	0.003	-0.023
-0.026	0.280	0.019	0.003	0.006	-0.061	0.003	-0.039
-0.029	0.197	-0.010	0.006	0.000	-0.090	0.000	0.203
-0.045	-0.052	-0.035	0.003	0.000	-0.071	0.000	-0.110
0.000	-0.139	-0.039	0.003	0.000	-0.754	0.000	-0.142
-0.039	-0.335	-0.023	0.003	0.000	0.551	0.000	0.490
-0.039	-0.670	-0.010	0.000	0.000	0.242	0.000	0.032
-0.045	-0.657	0.026	-0.010	-0.003	-0.454	-0.003	-0.316
-0.042	-0.432	-0.003	-0.013	-0.003	-0.097	-0.006	-0.084
-0.090	-0.645	-0.016	-0.013	0.000	-0.074	0.000	-0.003
-0.026	-0.435	0.129	-0.013	0.000	0.574	0.000	0.177
-0.026	-0.574	-0.048	-0.013	0.003	0.106	0.003	0.122
-0.029	-0.316	-0.010	-0.006	0.000	0.222	0.000	0.042
-0.023	0.000	0.000	0.000	0.000	-0.580	0.000	-0.203
-0.029	0.174	0.016	0.000	0.006	-0.180	0.003	-0.032
-0.023	0.203	0.029	0.000	0.003	0.561	0.003	0.168
-0.026	0.445	-0.035	0.000	0.003	0.216	0.000	0.151
-0.058	0.464	-0.035	0.003	0.000	0.045	0.000	0.074
0.016	0.529	-0.016	0.003	0.000	-0.187	0.000	-0.103
-0.042	0.548	0.006	0.000	-0.003	-0.251	-0.003	-0.329
-0.039	0.371	0.039	-0.013	-0.006	0.026	-0.003	-0.161
-0.045	0.319	0.035	-0.006	-0.003	0.209	-0.003	0.222
-0.035	0.155	0.026	-0.010	-0.006	0.229	-0.006	0.029
-0.064	-0.425	-0.013	-0.006	0.000	-0.474	0.003	-0.332
-0.023	0.010	0.161	-0.006	0.000	-0.519	0.003	-0.348
-0.029	-0.400	-0.016	-0.003	0.000	0.045	0.003	0.000
-0.026	-0.100	0.026	-0.003	0.000	-0.061	0.003	0.148
-0.029	-0.454	0.023	0.000	0.003	0.322	0.000	0.454
-0.032	-0.690	0.023	0.000	0.003	0.493	0.003	0.222
-0.026	-0.822	-0.016	0.000	0.006	-0.003	0.010	0.026
-0.029	0.271	-0.013	0.000	0.003	0.161	0.000	0.216
-0.023	-0.303	-0.006	-0.003	0.000	0.277	0.000	0.387
0.026	-0.280	-0.023	-0.006	0.000	0.200	0.000	0.367
-0.042	0.171	0.023	-0.016	-0.003	0.442	0.000	0.197
-0.035	0.374	0.052	-0.013	-0.003	0.039	-0.003	0.303
-0.042	0.406	0.032	-0.013	0.000	0.000	-0.003	0.087
-0.039	0.483	0.010	-0.006	-0.006	-0.354	-0.010	-0.145
-0.106	0.712	0.010	-0.006	0.000	-0.467	0.003	-0.039
